Email,Address,Avatar,Avg. Session Length,Time on App,Time on Website,Length of Membership,Yearly Amount Spent
pricerobert@banks.com,Mcguireshire,Pink,33.126035317798454,10.076115547446298,37.97291021829013,2.232247525290339,1445.098373050849
rodrigueznicole@vazquez-stout.com,Port Shaneberg,Red,34.04736948275833,13.131542875664227,38.16777318105845,4.232573613810715,1648.4399001632592
sharon82@hotmail.com,North Andrewfurt,Blue,30.574956105832644,11.628940640145673,36.89354278788203,7.095918450465707,1627.1211077076239
brenda67@howard-reyes.biz,Masonview,Yellow,33.82272055513941,12.741859285499377,39.82731026993814,3.8063820602570226,1597.3768110299934
katherineclayton@yahoo.com,Port Mark,Red,32.12076769396599,13.472546384818127,36.11022901424665,5.280090146482578,1677.1911786444355
cainvictoria@hotmail.com,Lake Lynntown,Yellow,33.399964399727374,10.20867535403487,37.823572243321195,3.098242594989519,1496.0362830286954
lauren43@hotmail.com,Jasonview,Orange,34.91481969046438,9.158135974694249,40.63303319215649,5.9221626147209445,1754.5376997808376
elizabethortiz@gmail.com,New Jenniferside,Blue,30.55120045355794,10.63669442982534,42.38394132665214,2.292493564192323,1428.5462631608546
hjohnson@yahoo.com,West Randy,Blue,32.437412694660864,14.258483484114505,34.9282257221052,6.121344296036714,1681.5305589578797
hillanna@gmail.com,Kennethtown,Red,32.76293153194227,13.246266782949565,38.376546738984125,4.4400899660456705,1609.566400266682
fergusonthomas@calderon.info,Cookberg,Blue,31.97146205685872,11.694197346895766,38.13589388850414,4.21927559080585,1548.988783446426
hernandezmelissa@cook-carson.com,Lake Ian,Pink,34.79965899226591,16.436294200636837,40.04970711053126,5.536314809755555,1820.9789950615898
ryan33@cook.com,Brittanystad,Blue,31.559223282399056,15.070196727728998,41.08397760114199,6.5242930275149185,1683.8704469877603
kimberly53@mahoney-johnson.com,Barbarashire,Yellow,31.88919920111532,14.586923969889526,36.16633169070377,2.1599608400353594,1462.8125001489695
kmoore@schultz.com,Matthewmouth,Yellow,31.58016173409587,11.0515892184691,36.81109594476539,5.530701987473254,1561.2946856711153
david53@miller.com,Gomezmouth,Yellow,35.18411082287761,14.56469524033453,37.18306532353176,2.0158846112822033,1517.2802024825392
ghuang@davis-lam.com,Clarkside,Yellow,32.01511177517557,13.181416308191817,38.19673691030782,3.49556728625206,1514.3620319575734
lcampbell@benjamin-rios.com,Aliciabury,Pink,33.920090781767115,11.055470209870077,39.06718193010651,0.7201693875246242,1451.3155446517003
tiffanybuchanan@jones-navarro.info,Taylorview,Green,36.951410202460146,12.291798635705598,36.06173144357848,4.096700136542113,1614.8902290520102
william12@little.com,South Kaitlinberg,Orange,32.85036315929883,10.423130657387953,41.6425045857156,4.80154787090258,1632.488903345803
susan14@melendez-wright.com,Hicksfort,Red,35.22412136006631,11.073030792453253,32.42693778151449,5.939241036568573,1650.4842187761312
mjones@gmail.com,Anthonymouth,Yellow,36.342708168186256,10.211648517577906,34.0144519912158,4.976892477751249,1690.211906945751
dustinadams@yahoo.com,North Thomasshire,Blue,35.05438312008083,14.413108259703487,38.51916695712501,4.580198270096218,1677.1572972930092
johnsontheresa@moore.com,North Rebeccastad,Yellow,32.96639736804452,12.358148358225009,36.58937308575767,5.8936035066761745,1656.9662739037763
kimberly28@rose.com,Davismouth,Blue,34.284215517997225,10.616802323302931,35.584932365374286,6.5194330458128,1699.8869540609226
bfuentes@gmail.com,East Michaelburgh,Orange,30.42524281372931,13.53474865856756,39.39874902778429,6.073844350232239,1632.9251636598776
michaelstevens@gmail.com,Cruzton,Orange,31.439913683700095,12.50300663280917,39.031454564768275,7.6258952694250475,1695.0731458496857
fmorrison@yahoo.com,Gentryland,Orange,31.790649636736163,14.601010962533444,40.1229749311193,3.699464176256654,1583.5152268855645
fknight@gmail.com,East Jenniferberg,Blue,37.48122424034857,12.766673417859991,34.4109602833206,6.418403250883113,1787.3934588049256
lesliecarter@jones-young.com,Lake Davidborough,Yellow,31.374830971489466,9.625624617602888,39.0315299307276,2.299300354963605,1445.3465155991194
gtorres@wagner-banks.com,Watersbury,Orange,31.34504649747634,11.506512674668008,39.00532160709681,2.630957572496893,1454.518366040321
ddavid@taylor.com,West Jacobview,Pink,30.91215803950203,10.18561022809077,34.48131589290712,4.479662083162924,1459.411364400187
prattmarie@hotmail.com,New Lauraside,Blue,34.11962352386152,13.62601580919357,37.09831092408111,3.781990298618229,1569.7978474963384
laurahughes@cohen.org,Michaelborough,Blue,33.285242785337765,14.668921673603151,39.4220608038955,5.558075363997949,1701.9297243224692
meganolsen@carter.info,Smithton,Yellow,35.17351795405313,9.412037387042403,40.355445473872386,5.185846978159294,1648.460016364104
menglish@gmail.com,Jonathantown,Blue,34.34251933215471,12.251007892583804,36.632955451044396,6.864555928802178,1741.652429487854
lindawilson@yahoo.com,North Danaland,Blue,30.239220306551864,14.805501782176528,34.25306012385108,5.314642602028342,1612.333314276811
catherine21@russell-wolf.com,East Chelsea,Orange,31.385444459979258,9.381794451324673,40.83056681315953,5.20507815924023,1544.2106545106876
williamsalan@cook.info,Charlesfort,Yellow,35.73065749655164,11.629968351860285,37.099445512707014,2.79549121426908,1547.1336565317852
rebeccamartinez@yahoo.com,Mooretown,Orange,32.59340351084639,12.499540602581133,32.27751361222252,4.119479314811071,1557.4838459148434
stephanie68@hotmail.com,West Tiffany,Orange,35.37518363603603,14.634887169423532,36.40099037576811,5.890679065646688,1682.5414494653446
mjohnson@martinez-smith.org,Port Terry,Yellow,32.700638104169364,13.589378464582774,39.83204299699442,8.906999448747182,1858.0321448385344
kentnicholas@lozano.com,Garciahaven,Red,31.064687143422958,13.998069595754542,33.95171416492192,3.2372028048856425,1520.906786422592
snowkim@elliott.com,South Lisa,Orange,32.393478444666584,13.704919961724988,37.29304752087957,6.266149181423203,1707.5811025854505
cohencody@gmail.com,Port Christine,Pink,31.063900408900608,11.753737012635238,36.181815058774106,4.5246541530445,1513.5052362920621
lmoon@gmail.com,Perezbury,Pink,31.86889447519515,15.786814275495953,36.9063137793087,4.678664618522256,1641.2107336432575
ksheppard@norton.com,Jenniferland,Blue,33.401851413130494,11.158181583357985,35.90938911850949,3.2709040095580906,1518.571867632493
andrew50@ford-murillo.com,Lucasfort,Pink,34.02321018073804,6.943178608081237,38.25790075518642,3.7828312334451923,1540.6501764437824
courtneyhall@hotmail.com,Campbellland,Blue,29.819617353491402,8.898917889064387,36.44346509987696,4.363462728440513,1523.6875130279782
youngmary@hale-simpson.com,Jeremyside,Red,32.9652639849818,12.266218171556972,38.64215870787793,5.825926233535671,1706.9436475087905
dana76@gmail.com,South Michaelborough,Yellow,31.826768528880496,11.836910502855996,36.08098746844684,6.762804371625969,1590.2333092551316
mendozagregory@yahoo.com,West Henry,Yellow,31.703170382082376,11.427270950495512,39.79644978787821,3.776071514575726,1546.1637929567223
rwilliams@hotmail.com,Mcgrathmouth,Yellow,33.26536923826615,12.800408757672681,37.03237836922825,3.672133947223024,1547.6173320176317
smithmichelle@frazier.com,Schultzview,Pink,31.899096254621575,14.900855874361302,33.981657486109846,5.629206619804597,1593.3902723908498
stephaniescott@yahoo.com,West Richard,Red,35.764275989693346,13.408056339242632,34.859851507677405,4.1290692567800145,1620.9050685373209
millerlisa@kelly-watson.net,West Craig,Pink,35.37612375250212,13.797100407149726,34.105218947426046,6.105723195908121,1750.7684626317757
travis32@gmail.com,North Rebecca,Pink,35.36365658788408,10.340424845519767,34.24747432436325,5.4550607950017485,1663.1499144916816
dawsontimothy@taylor.com,West Erichaven,Red,32.010179609019396,11.461101621497825,33.716966870490474,3.612971565706,1493.6783354665588
kallison@gmail.com,Weisschester,Red,31.075002330161354,13.900711456914138,34.28495345108546,5.885583717020466,1688.0398829969572
turnerkyle@lambert-smith.info,Michaelbury,Red,33.164059858776234,12.716024119902363,36.98631229391882,5.247708998153693,1635.8660828511845
alexis39@yahoo.com,New Nathanielview,Red,32.69930326742747,13.454124263110588,38.84616164449923,4.16135335266721,1598.925127649429
calhounbridget@yahoo.com,Nicoleport,Yellow,31.78235367515327,13.727447758693298,33.618451123174964,5.196813048138338,1533.91206082394
ncalderon@garner.com,Cruzhaven,Green,30.648531106666077,12.832380142062386,34.98852197116293,3.014363567017509,1466.7671688962923
lturner@hotmail.com,Stephaniebury,Green,32.91696406146386,15.66381235331133,39.007641201579084,3.8922533343375827,1633.7670589397871
kingjennifer@hotmail.com,Kimhaven,Red,32.19186109949506,11.43692789025111,36.60514918672128,5.680976854668335,1652.1705919386768
markcolon@mitchell.biz,Wagnerview,Green,34.37669407407604,10.86181678977271,32.7224160519611,4.094829619589669,1523.4371036630857
dustin80@gmail.com,East Jessica,Green,34.33021210304296,8.97006239307105,37.094435693118434,5.176341535575915,1609.9608380815366
lawrence79@hotmail.com,Sheliatown,Red,35.201599610845435,13.997206582001198,37.905080477091595,2.3174799977333898,1552.4202749612089
eandrews@rodgers-perry.com,Lisachester,Green,30.481408896239923,11.359891476937715,37.78573400927439,4.407926599431783,1534.1465085667512
patricia00@gmail.com,Garciaville,Pink,33.80211661538726,15.032011838992497,42.61490229815654,4.865622542568524,1716.9217873253665
gloria77@hotmail.com,Port Angel,Blue,31.545068587532654,12.995904892350357,35.117052180117824,3.567637394101229,1501.1560689525174
ahill@galloway.com,East Kirstenchester,Blue,30.559171578377832,11.822334272057512,39.75028611491403,4.668233403923823,1552.9038059096647
xcameron@cervantes-rollins.com,North Wayne,Red,32.14279552610258,10.390724368143095,36.938994130459726,4.835636459163901,1556.211775313484
mbaird@hardy-mcfarland.com,North Scottbury,Yellow,35.13740996026924,14.193023174282041,38.170819750603755,2.960935213378157,1604.0405308592922
mary60@hotmail.com,Gomezmouth,Red,32.25536329285903,12.39222514491134,35.3713563492379,0.2472142204146177,1324.8821272476598
blackstephanie@hotmail.com,Stevenshaven,Yellow,36.130909319918224,13.03560447271603,35.31778104930199,3.1375506298126936,1571.3687276499154
ghall@holmes.com,Kyleton,Blue,34.097757031040665,13.708882675782752,33.87285026592869,1.3418547884576562,1458.736974307556
ariasmaureen@gmail.com,Dixonmouth,Red,32.21181904203885,13.031505934628385,33.32998855233078,5.589083536250007,1602.1550246237525
gmiller@gmail.com,Huntberg,Orange,35.320096857812814,10.800363246396865,38.67790036996098,6.198643903052932,1743.637720557359
thompsonrandall@mata.biz,New Jessicaview,Pink,33.89079354422857,13.542536069362473,35.65904263787501,2.74029368294054,1488.7711757258728
anthony48@hotmail.com,Brownberg,Green,31.13488122310659,14.14040148355139,43.362714357623744,2.905457220332012,1543.8751167347086
abrown@tapia-burke.com,North Erikafurt,Yellow,36.717605271161034,13.22045807236627,35.816006388197984,3.9382580776911618,1641.9413856039173
gburns@wood-hale.com,Angelachester,Orange,33.51895764617295,13.76469674703574,38.6818131807243,3.4984273768765344,1620.8685167565493
lawrence80@hayes.biz,Lake Andrea,Green,33.03759238397098,13.951088626449334,37.13785946226711,3.3725337461398706,1520.928733888259
andreapitts@gmail.com,West Brandon,Green,31.28893466018877,11.707874292807407,32.43676301549215,1.9166340092852399,1380.3197761781819
welchkayla@rich.org,Lake Andrewburgh,Red,35.35907653521548,11.632885424724067,33.63504859704231,4.418405045813133,1628.9921884832463
monicamcintyre@yahoo.com,Kennethburgh,Green,34.03455085472261,16.953573935048915,33.223722262282074,3.1190810548550827,1543.7792277027245
fergusonlinda@hotmail.com,Larrystad,Pink,34.25847636059048,15.151519926668751,40.672306505805985,2.13728822359928,1591.8634622260556
parkalexander@gmail.com,Marshallton,Orange,31.984937312948464,12.403588225674998,40.24628737630596,3.765342445319269,1554.2366989086224
lfreeman@roberts-walker.com,Hernandezville,Green,34.668201143820134,13.865657911590521,41.81926501717045,4.69900333441645,1733.4473805993418
cmoore@gmail.com,Cristianport,Red,34.823627187141604,10.62463033832083,31.448938781897084,4.162389449314967,1580.4757197112217
reginaparks@allen.com,Lake Erin,Pink,31.662443522437755,11.30223747512952,33.5766295741473,5.254068848693587,1511.7454431210458
brian38@lewis.com,West Michaelstad,Blue,30.16601972063802,10.006180696794127,38.51198084129404,7.409363178229778,1642.4734909495526
david96@gmail.com,New Vanessa,Orange,34.162746118677845,13.071322763199547,35.0811159092667,4.424489086743936,1647.1592357656293
powersrhonda@gmail.com,South Toddfort,Green,29.853306100788522,13.094730336418513,38.73562909719203,6.603735657537349,1661.475169322125
lbanks@hotmail.com,Lake Alexis,Red,33.30403155567556,14.667652210670218,35.886557331575,2.3708660296702293,1521.3319622461206
pamelajackson@anthony.com,Donnabury,Blue,32.10550979042539,12.07593213135289,35.63064765956024,-0.4819480227823858,1296.2795638210157
larry18@yahoo.com,East Elizabethview,Blue,35.43733042157784,14.633175812214429,32.460164103654485,3.226207104099,1612.0960447831133
ngriffin@wyatt-evans.com,Welchberg,Yellow,32.21431221846559,13.805826656650412,35.55812653532765,3.8866446413396996,1515.0928363242062
robertturner@griffin.info,Perryside,Pink,35.21454594400761,17.418462410435225,37.92667380037792,2.6965526910303974,1639.9261610735748
oknight@steele-miller.com,Huynhview,Green,31.97158111127395,15.83423194973307,34.530090292563514,5.424744358389342,1628.4923672942068
mendozasara@matthews-cooper.com,New Mikefort,Red,34.999982010119226,15.484313455480448,37.17173556603285,3.56814621306455,1656.0838138332515
andrea66@hotmail.com,South Patriciaville,Yellow,37.12068308767366,14.171365233344462,34.38307823379565,4.236026177846581,1769.7850836278737
scott09@yahoo.com,Cindyport,Pink,30.863905723267518,10.71154922266777,35.063899487732066,4.4418772336262755,1561.8445752456607
danielle46@gmail.com,Port Jessicahaven,Yellow,33.584071443461816,13.085588034863585,35.23751807404882,6.321982332255003,1680.9881453474493
gburton@yahoo.com,South Bailey,Orange,38.49756483182013,16.995110447542743,38.16159142988062,3.575933744243626,1784.203904250483
ncastro@yahoo.com,Brandytown,Pink,33.133177653805845,13.513909482758406,39.14562209360564,3.7581364379939357,1585.0036889159785
ddavis@hotmail.com,Justinshire,Pink,33.1235765404593,10.856442872875457,41.59532352602842,6.341576207084589,1654.566873482531
nelsonwilliam@hotmail.com,South Brenda,Green,34.57699789470204,13.171938935802638,38.948139843380176,6.704244361244775,1743.233063494889
garciamichael@gmail.com,North James,Pink,33.08216172818951,10.520790331850385,37.909485144790025,6.6976358872592385,1683.0523283489179
garciajeffrey@wilson.net,Collinsfort,Yellow,29.585548010858894,10.787611602626415,41.437243495070234,6.622643570459562,1639.3674880329202
anthony40@morales-williams.com,South Elizabethborough,Pink,35.26457474967788,13.325798524175712,37.68632168490311,0.9984049331673415,1475.373968911418
mirandajoseph@hotmail.com,Scottberg,Green,28.994103172269615,13.97909184909479,38.535901304239076,3.025422744927249,1478.4784972504933
vwright@hines.org,Lake Danielhaven,Green,32.166416697723314,10.904156059785334,39.39108281424112,7.57572235850321,1696.7754345379271
reneeberry@gmail.com,New Anashire,Orange,35.4148514983133,11.380887063555651,37.43424677229183,5.349533305921838,1713.2249226215288
taylorwest@hotmail.com,East Lauren,Yellow,32.28691514271443,9.647249817663637,36.82973604136369,7.143509172417486,1653.4310196117945
rebecca93@hotmail.com,East Michelle,Blue,31.61260701507119,12.241411978927989,36.583713105993844,5.849425443338614,1597.0268385272327
jasmine60@hotmail.com,New Shane,Blue,34.75852781033312,8.607945362278295,35.56799841542996,5.282622403068408,1583.9784695728063
douglascollins@clark-mcclure.biz,East Karina,Pink,31.297770426331226,11.901709996683437,35.75974622205763,5.334546588368338,1572.124115139493
bruce39@gmail.com,Kyleburgh,Orange,30.555548560816092,12.65915404125922,39.65507392744051,4.270843932747479,1540.0790552453109
chughes@lowe.info,South Nicole,Red,33.549027974986565,8.988421231987964,34.258018746315614,4.559235047448241,1602.5055553477198
leejoshua@king.com,Novakview,Pink,32.63415340317482,10.485484165922827,37.34452724133684,2.8109221033910496,1476.1754000687517
michelle09@hotmail.com,Beltranstad,Orange,30.512653771622315,12.379816644680623,36.94067951973527,3.6736266481798805,1554.0244903051473
kevindavis@hotmail.com,Kathleenbury,Yellow,34.27390507998974,12.106846025899166,33.43712887139821,3.8455324357355343,1552.261504572846
pgarcia@barrera.com,Cindyton,Yellow,33.928975211154466,12.19927414498292,39.09545876446508,5.060295386325193,1664.2409900028558
williamsmichael@yahoo.com,West Susan,Yellow,32.280489966788736,13.076025792340118,33.659201439764686,5.589876636359003,1582.5605416384287
ustephens@hotmail.com,East Jim,Yellow,32.41733598775011,9.156634173128936,35.13688027170795,5.915745935221661,1590.45264761731
patricia61@landry.com,Christophertown,Yellow,33.94078548401831,13.917320134550799,36.786018787152784,7.358969305516398,1709.6689253422178
drodriguez@miles.com,Robertmouth,Orange,35.38072283950413,11.862545153275898,40.72491651610714,5.918712291971934,1710.0544893970316
shannonsims@jackson-patterson.com,Port Sarahfurt,Orange,32.43441357978135,11.307605395824616,38.301954325027076,5.68638749019786,1659.219461852319
dmurphy@smith.org,Jasonport,Green,34.30937698601629,8.77028905661879,37.77725335337568,2.507441675200088,1567.1994518954075
mpatterson@hotmail.com,Lake Andrewberg,Blue,34.130400434169196,11.964845663664843,40.37915384435777,2.0832423009344336,1503.937644212485
lindasnow@cummings.net,Port Johnton,Yellow,34.75861458541795,13.52406051315661,36.33935946250874,5.044032895940406,1699.5019980729844
ppatterson@gmail.com,Michaelport,Red,33.07861839748693,12.783144270865137,41.99556040441117,4.0451893418933125,1597.750574744462
yoderchristy@reyes.net,East Candicebury,Orange,31.175348971867283,12.841625708534982,38.25894523439094,4.71975982364024,1560.7123324656168
phillipmcdonald@yahoo.com,Pettyfort,Red,32.075001693600065,11.821912671839542,37.33386002782898,2.8578259702440025,1495.6380618862281
rhaynes@hotmail.com,West Heather,Red,33.685706931563296,12.378902956254803,32.50822857267854,4.5137333522161365,1538.8107880346788
eallen@hotmail.com,New Teresamouth,Red,36.63692875676318,10.285077343767064,39.43993179364252,3.7571807035526863,1668.6787893821547
awillis@gmail.com,Monicaport,Green,32.03196075360744,12.490467922614023,38.34365474056405,5.192805760528743,1658.9977731782524
schneiderzachary@horne.org,Garzaport,Orange,34.6095748870548,11.517796962646132,36.44367289876549,5.402320349892247,1662.9541708886384
edward36@watson.com,New Shelia,Red,32.343887098646476,10.250401597251903,35.7375292224364,4.9810304383505235,1565.9272207328079
nicholas56@yahoo.com,Douglashaven,Yellow,33.22093751177227,14.00943847857092,42.03361954880904,2.8120899803640693,1492.5026055260662
kyle45@gmail.com,Angelaview,Pink,36.03079349852719,9.349999809616023,35.00777901147355,4.293011245871893,1605.5481290995374
johnknight@rios.net,East Maryburgh,Red,34.52858516284087,13.54857119769154,37.87212144632162,7.037616698955799,1770.8361028172624
hthompson@hobbs.com,North Anitashire,Green,30.517401454518087,13.67429628507282,37.086645591461625,3.738871953143753,1471.9093309352736
flemingalexis@hotmail.com,Williamstad,Orange,31.855049952376817,11.44552233983238,38.72102136998176,3.489460838347191,1547.0429430884533
bjohnson@hughes.com,Jessicaton,Green,35.512442688882714,14.560817928409058,32.194075194929184,5.66008981832063,1652.815445126455
schmidtchristy@gmail.com,New Hollymouth,Red,33.28375608525699,11.403319775829978,38.6814083714432,3.660559963113582,1585.4508027081367
david43@oliver.biz,Port Traci,Orange,30.702319760768273,11.2776879569746,40.999594923731415,3.151559827566334,1480.20096376205
katelynvalenzuela@williams.info,North Stephaniemouth,Pink,31.362095110052557,10.099289520949029,32.24446427181106,3.467341475829147,1489.7704233615427
tbriggs@gmail.com,Richardberg,Red,34.40698704542234,12.483113102915077,34.629060732593636,5.954922196136627,1738.995226195002
jacob41@murphy.com,Rebeccaview,Green,34.98882056243526,10.582684513163027,38.41324152742365,4.212899302029646,1647.9531202669002
hlane@norris-cruz.com,Gibsonfort,Blue,33.03571060296435,10.916707514236322,36.66538968894409,5.715457429339673,1682.0248575138166
ronald17@phillips.com,West Adamton,Yellow,37.950627601872206,12.369251583819729,38.699184824677744,6.273542525358871,1831.3522877308133
cbailey@rodriguez.com,Johnsonfort,Green,34.64830472691128,12.45298523607506,38.86088408527125,3.8496577539586854,1676.0260073692764
timothy97@thomas-collins.net,Perezmouth,Orange,32.5130378607342,15.011867263567131,37.562916164188785,4.260975685072469,1595.2607208720901
raymond06@gmail.com,Lake Cody,Red,31.368587903801313,14.36206570402072,41.40703544479564,4.147850698752033,1618.2925068955215
cking@gmail.com,Destinymouth,Yellow,31.05023139072192,13.601984482735869,38.88123107856428,3.3045921937577982,1525.1108032887348
ronaldmurphy@lynch.net,Christopherbury,Red,33.670842640960736,12.206900765918148,33.68579356044145,6.004485713558902,1674.2213420252262
sandersbrenda@gmail.com,Mariahtown,Orange,32.02244591017319,11.691968091640845,38.75191655898092,3.865881898359168,1522.257565046442
christopher09@sullivan.com,Port Christopherhaven,Red,36.34748750796685,12.446814953321445,36.91843674862611,2.9436298735705235,1585.9793460117428
nicholastrevino@parker-byrd.com,Port Gail,Blue,35.932623605835715,11.387435286670959,38.36889035385579,7.062530797062236,1795.382827467955
aford@yahoo.com,North Jeffreyton,Yellow,34.26613309499445,11.098139590648596,39.920279683728886,4.158622491795506,1619.4168643601345
daniel59@hotmail.com,Bellberg,Yellow,30.642007654086207,12.342413705136966,41.038596718989155,4.4070849564417225,1580.9923573028004
daniel59@gmail.com,Port Laurenfurt,Orange,31.65556225489519,10.743232811757169,37.21066141685768,3.6366678966066317,1511.250612035285
butlerlaura@lopez.com,Hardyberg,Blue,35.5113550514822,10.866149135121452,39.09597079127584,2.7756617922319604,1547.5253791498378
jimenezcristian@hotmail.com,Colemanhaven,Green,31.873867600409795,14.409748177929448,34.29948527226785,2.2606189807785313,1432.9584426427566
dominguezkyle@yahoo.com,Sandraport,Red,35.24428346783905,9.740641816085157,35.84094192726773,5.797440317188083,1676.457113634186
stewartamanda@yahoo.com,Ianside,Pink,33.94920784606952,10.42044479025737,35.59331334306527,3.651740161295283,1538.6000935122227
zunigadanielle@smith.com,Michaelbury,Red,33.10343576962637,15.046547653039998,39.58526090780209,1.3333188431557863,1412.6307538881604
stephanie73@williams-smith.info,Phillipsmouth,Red,31.59433437412912,11.715721580726527,41.31811975781649,3.2737222165645727,1528.5667782778526
